22,1,1.0,---
22,1,2.0,---
22,1,3.0,#
22,1,4.0,---
22,1,5.0,#
22,1,6.0,---
22,1,7.0,#
22,1,8.0,play with mommy's hand.
22,1,9.0,no.
22,1,10.0,no, no, no.
22,1,11.0,nope no no.
22,1,12.0,#
22,1,13.0,yeah, she likes my phone.
22,1,14.0,#
22,1,15.0,---
22,1,16.0,what do you want?
22,1,17.0,this?
22,1,18.0,#
22,1,19.0,yeah.
22,1,20.0,that's not really a toy.
22,1,21.0,that's mama's.
22,1,22.0,thanks Zevy.
22,1,23.0,she always figures out how to open things.
22,1,24.0,yeah.
22,1,25.0,pen?
22,1,26.0,#
22,1,27.0,pen.
22,1,28.0,good!
22,1,29.0,#
22,1,30.0,---
22,1,31.0,---
22,1,32.0,what is that?
22,1,33.0,I don't know.
22,1,34.0,your stickers.
22,1,35.0,is that Zevy's stickers?
22,1,36.0,oh, is it yours, Sam?
22,1,37.0,#
22,1,38.0,I'm not opening that.
22,1,39.0,no.
22,1,40.0,you want to go play with some toys?
22,1,41.0,#
22,1,42.0,yeah?
22,1,43.0,#
22,1,44.0,#
22,1,45.0,#
22,1,46.0,yes ###.
22,1,47.0,who's pen is that?
22,1,48.0,#
22,1,49.0,thank+you.
22,1,50.0,#
22,1,51.0,Zevy's helmet?
22,1,52.0,#
22,1,53.0,hmmm.
22,1,54.0,yeah.
22,1,55.0,you say --
22,1,56.0,shh.
22,1,57.0,you want some of Zevy's cereal?
22,1,58.0,you want him to give you one piece?
22,1,59.0,can she have a piece?
22,1,60.0,it has to have milk on it.
22,1,61.0,she can have milk now,#
22,1,62.0,but remember when she was a baby?
22,1,63.0,and she wasn't drinking milk?
22,1,64.0,is that good?
22,1,65.0,is that good?
22,1,66.0,yeah.
22,1,67.0,---
22,1,68.0,oop ba!
22,1,69.0,uh oh!
22,1,70.0,#
22,1,71.0,say more?
22,1,72.0,can you tell Zevy more?
22,1,73.0,#
22,1,74.0,what?
22,1,75.0,Zevy
22,1,76.0,Zevy, she asked you for more.
22,1,77.0,sweetie, can she have another one?
22,1,78.0,that's --
22,1,79.0,lovely.
22,1,80.0,--
22,1,81.0,---
22,1,82.0,#
22,1,83.0,#
22,1,84.0,what?
22,1,85.0,she did?
22,1,86.0,I didn't hear her.
22,1,87.0,#
22,1,88.0,did you say Miriam and she repeated it?
22,1,89.0,---
22,1,90.0,--
22,1,91.0,---
22,1,92.0,---
22,1,93.0,yeah, yeah.
22,1,94.0,---
22,1,95.0,why don't we go and play with the real toys?
22,1,96.0,---
22,1,97.0,---
22,1,98.0,---
22,1,99.0,#
22,1,100.0,---
22,1,101.0,---
22,1,102.0,what do you want?
22,1,103.0,#
22,1,104.0,cereal?
22,1,105.0,#
22,1,106.0,no, that's Zevy's cereal.
22,1,107.0,here.
22,1,108.0,I'll give you your own cereal.
22,1,109.0,you want your own?
22,1,110.0,---
22,1,111.0,here.
22,1,112.0,want these?
22,1,113.0,oh, oh!
22,1,114.0,Whooo!
22,1,115.0,ok, okay.
22,1,116.0,oh, oh.
22,1,117.0,Shhh.
22,1,118.0,oh.
22,1,119.0,that hurts.
22,1,120.0,oh.
22,1,121.0,shh.
22,1,122.0,Shhh.
22,1,123.0,oh.
22,1,124.0,you bump ###?
22,1,125.0,you bump ###?
22,1,126.0,oh,#
22,1,127.0,oh, Shhh.
22,1,128.0,that hurt badly.
22,1,129.0,oh, that hurt badly.
22,1,130.0,--
22,1,131.0,--
22,1,132.0,---
22,1,133.0,---
22,1,134.0,yeah.
22,1,135.0,shh. Shh.
22,1,136.0,shh.
22,1,137.0,oh, that hurt.
22,1,138.0,I know.
22,1,139.0,yes, I know.
22,1,140.0,oh, yeah.
22,1,141.0,it hurt.
22,1,142.0,oh.
22,1,143.0,Shhh.
22,1,144.0,---
22,1,145.0,yeah, yeah.
22,1,146.0,you okay?
22,1,147.0,can I see your kappie?
22,1,148.0,is your keppie okay?
22,1,149.0,#
22,1,150.0,oh, your cereal.
22,1,151.0,right.
22,1,152.0,that's more important.
22,1,153.0,#
22,1,154.0,thank+you, she says.
22,1,155.0,thank+you.
22,1,156.0,#
22,1,157.0,shh.
22,1,158.0,oh, yeah.
22,1,159.0,oh, yeah, I know.
22,1,160.0,oh, I know.
22,1,161.0,it hurts.
22,1,162.0,Anielle!
22,1,163.0,it hurts.
22,1,164.0,Shhh!
22,1,165.0,what do you want?
22,1,166.0,what do you want?
22,1,167.0,#
22,1,168.0,you want a something?
22,1,169.0,you want something?
22,1,170.0,you want a bottle?
22,1,171.0,you want a bottle?
22,1,172.0,yeah, will that give you comfort?
22,1,173.0,so sorry.
22,1,174.0,#
22,1,175.0,---
22,1,176.0,---
22,1,177.0,yes, will this make you feel better?
22,1,178.0,Zevy.
22,1,179.0,oh, yeah, she's crabby.
22,1,180.0,she hit her head.
22,1,181.0,that's why.
22,1,182.0,#
22,1,183.0,daddy?
22,1,184.0,---
22,1,185.0,---
22,1,186.0,here, Anielle.
22,1,187.0,Anielle.
22,1,188.0,###
22,1,189.0,Anielle, bring the bottle to mama.
22,1,190.0,go to mama.
22,1,191.0,bring the bottle to mama.
22,1,192.0,take it, Anielle.
22,1,193.0,bring the bottle to mama and I'll rock you.
22,1,194.0,want me to rock you?
22,1,195.0,---
22,1,196.0,you want me to rock you?
22,1,197.0,---
22,1,198.0,yeah.
22,1,199.0,---
22,1,200.0,---
22,1,201.0,---
22,1,202.0,---
22,1,203.0,---
22,1,204.0,---
22,1,205.0,I hate those chairs.
22,1,206.0,yeah.
22,1,207.0,Kappy okay?
22,1,208.0,yeah, she has your fall on video+tape.
22,1,209.0,#
22,1,210.0,you got your bottle?
22,1,211.0,your comfort?
22,1,212.0,yeah.
22,1,213.0,we don't have blankets, we have bottles in our family.
22,1,214.0,your kappy okay?
22,1,215.0,a little bump?
22,1,216.0,yeah.
22,1,217.0,you want to make rocking?
22,1,218.0,should I rock you?
22,1,219.0,oh.
22,1,220.0,should I rock you?
22,1,221.0,---
22,1,222.0,---
22,1,223.0,---
22,1,224.0,---
22,1,225.0,---
22,1,226.0,should we sell the house?
22,1,227.0,huh?
22,1,228.0,are you okay?
22,1,229.0,you want to go play?
22,1,230.0,where's daddy?
22,1,231.0,is that your Johnny?
22,1,232.0,say hi to Johnny?
22,1,233.0,what are you doing?
22,1,234.0,do you just want to lay back?
22,1,235.0,lay on the kappy?
22,1,236.0,#
22,1,237.0,what you doing?
22,1,238.0,funny girl.
22,1,239.0,are you mama's funny girl?
22,1,240.0,---
22,1,241.0,---
22,1,242.0,it's okay.
22,1,243.0,you want to go play with Zevy?
22,1,244.0,yeah?
22,1,245.0,you want to go play with Zevy?
22,1,246.0,you want to go play?
22,1,247.0,---
